Brand;Model;Body_Type;Year;Price;Mileage;Engine_Size;Horsepower;Fuel_Type;Gender;Marital_Status;Has_Children;Social_Status
Ford;Explorer;Sedan;2021;25018;24083;2,5;104;Petrol;Male;Single;2;2
Nissan;Rogue;Sedan;2021;40786;23015;2;387;Petrol;Female;Single;1;4
BMW;X3;Sedan;2021;33889;63233;1,8;129;Petrol;Female;Married;1;3
Toyota;Camry;Hatchback;2020;45982;30277;2;327;Petrol;Male;Single;2;5
Toyota;Corolla;Hatchback;2021;33449;24905;3,5;213;Petrol;Male;Single;1;4
BMW;5 Series;Sedan;2021;28690;55589;;280;Petrol;Male;Single;3;1
Ford;Fusion;Truck;2018;27703;25505;2;169;Petrol;Male;Single;3;4
Ford;Explorer;Hatchback;2020;37892;23328;;247;Petrol;Female;Single;2;3
Honda;Accord;Sedan;2019;44450;24081;2;225;Petrol;Female;Married;1;3
Honda;CR-V;Sedan;2018;38972;90833;2;337;Petrol;Male;Single;1;3
Nissan;Maxima;Sedan;2020;20889;66194;2;162;Petrol;Male;Married;2;2
Nissan;Altima;Sedan;2020;41195;65047;2;273;Petrol;Female;Single;1;5
Hyundai;Elantra;Sedan;2021;31591;38180;2;389;Petrol;Male;Single;3;3
Honda;CR-V;Truck;2021;49444;98428;1,8;156;Petrol;Female;Married;2;2
Honda;Civic;Hatchback;2019;36965;54496;;251;Petrol;Male;Married;1;4
Hyundai;Elantra;Hatchback;2020;47303;44548;2;148;Petrol;Female;Single;3;2
Toyota;Prius;Sedan;2018;37242;16046;;349;Petrol;Male;Married;3;2
Ford;Explorer;Sedan;2021;42627;55477;2,5;391;Petrol;Male;Married;2;1
BMW;5 Series;Sedan;2020;17682;79403;2,5;224;Petrol;Male;Single;1;4
Mercedes;GLC;Sedan;2021;33755;57967;;103;Petrol;Male;Married;3;2
Toyota;Camry;Sedan;2019;21739;46098;2;142;Petrol;Male;Single;0;5
Kia;Optima;Hatchback;2020;48584;17598;2,5;372;Petrol;Female;Married;2;5
Mercedes;GLE;Sedan;2020;15325;63754;2;202;Petrol;Female;Married;1;4
Nissan;Sentra;Sedan;2019;15908;39647;1,6;395;Petrol;Female;Married;2;1
Chevrolet;Malibu;Sedan;2019;16339;62127;1,6;331;Electric;Female;Single;2;3
Honda;Accord;Sedan;2020;24593;91314;;111;Petrol;Female;Married;0;5
Mercedes;GLC;Sedan;2021;38100;35307;2,5;300;Petrol;Male;Married;3;2
Tesla;Model 3;Sedan;2020;17529;23217;2,5;118;Petrol;Female;Single;0;1
Ford;F-150;Hatchback;2020;41186;33059;1,8;133;Petrol;Female;Married;2;5
BMW;X3;Sedan;2021;42436;96615;1,6;363;Petrol;Female;Single;0;5
Honda;Fit;Sedan;2018;18136;15838;2;204;Petrol;Female;Single;3;5
Nissan;Maxima;Truck;2021;44374;30659;2,5;153;Petrol;Female;Single;2;2
Toyota;Prius;Sedan;2020;19118;12944;2;398;Petrol;Female;Single;2;5
Ford;Mustang;Sedan;2021;32555;22996;2;351;Petrol;Male;Married;2;5
Kia;Sportage;Sedan;2021;49424;20371;2,5;273;Petrol;Female;Single;3;2
Ford;Fusion;Sedan;2020;35111;7774;1,8;131;Petrol;Female;Married;3;2
Toyota;Prius;Hatchback;2021;35827;95092;;387;Petrol;Male;Married;0;1
Chevrolet;Equinox;Sedan;2021;15607;77230;2,5;119;Petrol;Male;Single;0;4
Tesla;Model S;Sedan;2020;39965;94576;2;357;Petrol;Female;Single;3;3
Hyundai;Sonata;Sedan;2020;32182;79857;3,5;303;Petrol;Female;Married;2;3
Kia;Soul;Sedan;2020;17359;82064;2;372;Petrol;Female;Married;1;2
Kia;Soul;Sedan;2020;26873;29653;1,6;342;Petrol;Female;Single;2;3
Hyundai;Sonata;Sedan;2021;22490;32433;2,5;224;Petrol;Female;Single;2;1
Tesla;Model X;Sedan;2021;34490;90286;2;330;Electric;Female;Married;1;4
Nissan;Rogue;Sedan;2018;38026;59632;3,5;329;Petrol;Male;Single;2;4
Toyota;Camry;Sedan;2020;33706;18512;1,6;243;Petrol;Female;Single;1;2
Ford;Fusion;Sedan;2021;36775;6163;2;226;Petrol;Female;Single;1;2
Kia;Optima;Hatchback;2021;34296;36051;2,5;286;Petrol;Female;Married;3;1
BMW;X3;Sedan;2019;20439;70256;1,6;241;Petrol;Female;Married;0;5
Honda;Civic;Sedan;2019;37203;85389;2,5;181;Petrol;Female;Married;2;4
Toyota;Camry;Sedan;2021;34405;72120;1,8;344;Petrol;Male;Married;3;3
BMW;X5;Sedan;2019;20395;77487;1,6;222;Petrol;Female;Married;0;5
Ford;F-150;Sedan;2021;17674;81903;1,8;320;Petrol;Female;Married;0;3
Honda;CR-V;Sedan;2020;38255;7445;2,5;293;Petrol;Male;Single;2;1
Chevrolet;Silverado;Sedan;2019;19551;83691;;294;Petrol;Female;Married;0;1
Chevrolet;Silverado;Sedan;2021;45599;10040;2;102;Electric;Male;Single;2;1
BMW;5 Series;Truck;2019;23548;19247;;301;Petrol;Female;Single;0;1
BMW;3 Series;Sedan;2020;40884;23690;1,8;347;Petrol;Female;Married;3;4
Kia;Optima;Sedan;2019;39401;42322;1,8;144;Petrol;Female;Married;3;1
Chevrolet;Camaro;Hatchback;2018;48639;69795;2;167;Petrol;Female;Married;3;3
BMW;5 Series;Sedan;2018;46447;27083;2,5;118;Petrol;Female;Single;3;5
BMW;X3;Sedan;2021;34919;52402;2,5;100;Petrol;Male;Single;2;5
Chevrolet;Camaro;Sedan;2020;33272;40880;;254;Petrol;Female;Single;2;1
Kia;Soul;Sedan;2020;20943;95048;2;174;Petrol;Male;Single;1;1
Kia;Sportage;Sedan;2021;41578;80698;2;224;Petrol;Male;Married;0;5
Kia;Soul;Truck;2020;30552;58432;1,6;384;Petrol;Male;Married;2;1
BMW;3 Series;Sedan;2021;47723;11232;3,5;229;Petrol;Male;Married;0;1
Nissan;Altima;Sedan;2021;18166;88547;1,8;353;Petrol;Female;Single;0;3
Hyundai;Tucson;Sedan;2018;28689;44232;2,5;178;Electric;Male;Married;1;4
BMW;3 Series;Sedan;2020;38537;19421;2,5;394;Petrol;Male;Single;3;2
Honda;Civic;Sedan;2021;18573;80282;2;311;Electric;Male;Married;0;3
Tesla;Model 3;Truck;2021;20428;60557;2,5;151;Petrol;Male;Married;1;2
Tesla;Model Y;Sedan;2020;24427;34891;2;156;Petrol;Male;Married;3;1
Chevrolet;Silverado;Truck;2020;36937;41351;3,5;174;Petrol;Male;Married;1;4
Hyundai;Santa Fe;Sedan;2019;17945;84545;2,5;376;Petrol;Male;Married;1;3
Ford;Fusion;Sedan;2021;22439;32073;2;255;Petrol;Male;Single;3;4
Ford;Fusion;Sedan;2021;21454;68529;2;219;Petrol;Male;Single;3;1
Chevrolet;Camaro;Sedan;2020;43317;98948;2;348;Petrol;Female;Married;0;4
Nissan;Maxima;Truck;2020;39659;72242;1,6;349;Electric;Female;Married;1;5
BMW;X5;Sedan;2019;23542;43036;2,5;248;Petrol;Female;Single;1;5
Nissan;Rogue;Sedan;2020;16757;89874;2;387;Petrol;Male;Single;2;3
Chevrolet;Camaro;Sedan;2020;41790;21652;1,8;341;Petrol;Female;Single;0;3
Mercedes;E-Class;Sedan;2020;22004;68049;2,5;393;Electric;Male;Married;0;4
Honda;Fit;Sedan;2018;19782;73540;2;306;Petrol;Female;Single;3;1
Kia;Optima;Sedan;2020;33176;66224;2;284;Petrol;Male;Single;0;1
Nissan;Rogue;Sedan;2021;28817;43158;2,5;272;Petrol;Female;Married;1;5
Kia;Optima;Truck;2021;44751;52203;2;193;Petrol;Male;Married;3;1
Chevrolet;Equinox;Sedan;2021;38332;60180;;136;Petrol;Female;Married;2;3
Hyundai;Elantra;Sedan;2021;45455;47536;2;368;Petrol;Male;Married;1;5
Mercedes;E-Class;Truck;2020;29451;14483;2;347;Petrol;Male;Married;0;5
Toyota;Corolla;Sedan;2021;49223;12171;2;345;Petrol;Male;Single;1;2
Chevrolet;Camaro;Sedan;2020;31022;78342;;221;Petrol;Female;Married;2;4
Toyota;RAV4;Sedan;2018;20155;92210;2;122;Petrol;Male;Married;3;2
Tesla;Model Y;Sedan;2019;48327;25239;2;222;Petrol;Female;Single;1;3
Hyundai;Santa Fe;Sedan;2020;15034;56097;2,5;264;Petrol;Male;Married;2;1
Chevrolet;Malibu;Sedan;2019;30564;7768;2,5;243;Petrol;Male;Single;0;4
Toyota;RAV4;Truck;2020;38666;41696;2,5;222;Petrol;Male;Single;3;5
Hyundai;Santa Fe;Sedan;2021;43084;34400;2;363;Electric;Male;Married;1;1
Kia;Sportage;Sedan;2018;23206;38515;2,5;332;Petrol;Female;Married;2;3
Mercedes;E-Class;Sedan;2021;47350;57382;2;119;Petrol;Male;Married;2;2
Nissan;Sentra;Sedan;2021;23234;19632;1,8;161;Petrol;Female;Married;3;1
Tesla;Model X;Hatchback;2020;42983;69253;1,8;118;Petrol;Female;Single;2;1
Toyota;Prius;Truck;2020;29392;39852;2;138;Petrol;Male;Single;0;2
Chevrolet;Malibu;Truck;2019;16810;70432;;377;Petrol;Female;Married;1;4
Tesla;Model S;Sedan;2021;28933;37860;2;373;Electric;Female;Married;2;1
Hyundai;Santa Fe;Sedan;2020;21905;45770;2;228;Petrol;Male;Married;3;2
Mercedes;E-Class;Sedan;2021;34881;19849;2;301;Petrol;Female;Married;1;1
Honda;CR-V;Sedan;2020;40727;79671;2,5;180;Petrol;Male;Married;0;5
Ford;Fusion;Sedan;2019;32083;35915;2;314;Petrol;Male;Single;2;4
Hyundai;Elantra;Sedan;2021;17304;27650;;226;Petrol;Female;Single;2;2
Chevrolet;Silverado;Sedan;2020;15044;45737;2,5;105;Petrol;Female;Single;1;4
BMW;3 Series;Sedan;2021;44121;86854;2;145;Petrol;Female;Single;2;3
Chevrolet;Silverado;Sedan;2018;45828;62075;2;304;Petrol;Male;Married;0;2
Chevrolet;Camaro;Sedan;2019;20344;54616;2;167;Petrol;Female;Married;2;2
Chevrolet;Equinox;Sedan;2020;17538;63991;3,5;143;Petrol;Male;Married;3;4
Hyundai;Santa Fe;Truck;2019;39475;65077;;324;Petrol;Male;Married;0;1
Ford;F-150;Sedan;2019;27230;67533;2,5;158;Petrol;Female;Married;2;2
Hyundai;Elantra;Sedan;2021;17321;7351;2,5;299;Petrol;Male;Single;1;4
Ford;Mustang;Sedan;2020;29107;41626;2;324;Petrol;Male;Single;2;5
Tesla;Model Y;Sedan;2021;23037;59063;2,5;180;Petrol;Male;Married;1;4
Tesla;Model Y;Hatchback;2018;49661;9926;2;134;Petrol;Male;Married;3;4
Nissan;Maxima;Sedan;2020;23146;41276;3,5;399;Petrol;Female;Married;2;4
Hyundai;Elantra;Sedan;2021;33495;9149;2;103;Petrol;Female;Married;3;1
Kia;Sorento;Hatchback;2021;27968;99525;2,5;119;Electric;Male;Single;0;3
Tesla;Model S;Sedan;2020;44772;98751;3,5;288;Petrol;Female;Single;2;3
Toyota;RAV4;Sedan;2018;47565;65548;2;254;Petrol;Male;Single;1;2
Hyundai;Elantra;Sedan;2020;30625;8487;2,5;106;Petrol;Female;Married;1;3
Kia;Sorento;Truck;2019;17559;53529;2;337;Petrol;Male;Married;1;3
Tesla;Model Y;Sedan;2021;47754;64208;2;329;Petrol;Female;Married;2;1
Hyundai;Tucson;Sedan;2021;47920;90883;2;343;Electric;Male;Married;2;3
Kia;Sportage;Sedan;2020;28427;86733;2;309;Petrol;Male;Single;1;4
Hyundai;Elantra;Sedan;2018;35743;70998;2;366;Petrol;Male;Single;1;3
Mercedes;GLE;Sedan;2019;17144;95024;3,5;164;Petrol;Female;Married;3;1
Mercedes;C-Class;Truck;2019;16792;55914;2;211;Electric;Female;Single;1;1
BMW;5 Series;Sedan;2020;47335;90925;1,8;160;Petrol;Male;Single;1;3
Hyundai;Sonata;Sedan;2021;44302;64767;2,5;361;Petrol;Female;Married;0;1
Hyundai;Tucson;Sedan;2018;48540;85958;2;358;Petrol;Male;Single;2;5
Nissan;Rogue;Sedan;2018;43298;23600;2,5;269;Petrol;Female;Single;0;1
Honda;Accord;Sedan;2019;33446;65923;2,5;262;Petrol;Female;Married;1;3
Tesla;Model 3;Sedan;2020;26855;30098;1,8;309;Petrol;Male;Married;2;2
Mercedes;E-Class;Sedan;2021;29607;79858;2;275;Petrol;Female;Single;2;4
Tesla;Model X;Sedan;2020;19497;7003;2;103;Electric;Female;Single;2;3
BMW;5 Series;Sedan;2021;39633;83291;2;112;Petrol;Female;Single;3;4
Kia;Sportage;Truck;2021;48230;84829;1,8;133;Petrol;Female;Married;0;1
Ford;Explorer;Sedan;2021;43314;86570;2;368;Petrol;Male;Single;2;4
Ford;Fusion;Truck;2019;16955;69353;;192;Petrol;Male;Single;3;4
Chevrolet;Equinox;Sedan;2020;34406;14307;2;113;Petrol;Male;Married;0;1
Mercedes;E-Class;Sedan;2020;21938;23712;2;179;Petrol;Female;Single;1;5
Mercedes;E-Class;Sedan;2020;23470;37560;2;159;Petrol;Male;Married;3;1
BMW;5 Series;Sedan;2019;34712;52562;2,5;297;Petrol;Male;Married;2;5
Ford;Mustang;Hatchback;2020;27780;19809;1,6;395;Petrol;Female;Single;2;1
Ford;Mustang;Sedan;2020;34428;37959;3,5;180;Petrol;Female;Married;0;3
BMW;5 Series;Sedan;2021;41837;46195;2;168;Petrol;Female;Married;1;3
Ford;Fusion;Sedan;2018;32428;28419;1,8;172;Petrol;Female;Married;0;4
Honda;Fit;Sedan;2021;49169;82024;1,6;238;Petrol;Male;Married;2;3
Honda;CR-V;Sedan;2020;38569;39465;2;170;Petrol;Male;Married;0;2
Hyundai;Elantra;Sedan;2021;25022;93477;2,5;181;Petrol;Male;Single;2;4
Ford;Mustang;Sedan;2020;19100;82652;3,5;159;Petrol;Male;Married;1;2
Ford;F-150;Sedan;2020;18809;24379;;360;Petrol;Male;Married;1;3
Mercedes;C-Class;Sedan;2020;48973;81467;2;147;Petrol;Male;Single;3;3
Ford;Explorer;Sedan;2020;35255;6485;2,5;221;Petrol;Male;Single;1;3
Honda;Accord;Sedan;2020;31522;82863;2,5;343;Petrol;Male;Single;0;5
BMW;5 Series;Sedan;2020;49091;33082;2;255;Petrol;Male;Married;2;2
Hyundai;Santa Fe;Sedan;2020;20986;52863;2;244;Petrol;Male;Married;2;3
Hyundai;Santa Fe;Sedan;2019;21198;16358;2;167;Petrol;Male;Married;3;2
Hyundai;Tucson;Sedan;2020;48017;80810;1,6;313;Petrol;Female;Married;3;5
Mercedes;GLE;Sedan;2020;26102;97283;;201;Petrol;Male;Married;0;1
Toyota;Camry;Sedan;2020;41957;91771;2;353;Electric;Male;Married;2;1
Mercedes;E-Class;Sedan;2018;15014;75451;;115;Petrol;Female;Married;1;3
Honda;Fit;Sedan;2020;27519;26574;1,8;184;Petrol;Male;Single;1;2
Chevrolet;Silverado;Sedan;2020;42224;7179;2;133;Petrol;Female;Married;2;5
Kia;Soul;Truck;2021;26200;82849;2;234;Petrol;Male;Married;1;3
Nissan;Rogue;Sedan;2020;33665;77247;2;278;Petrol;Male;Married;2;1
Nissan;Rogue;Sedan;2020;19445;98192;2;172;Petrol;Male;Married;2;2
Honda;Civic;Sedan;2021;31357;7758;3,5;155;Petrol;Male;Married;3;1
Mercedes;GLE;Sedan;2019;31802;50523;;399;Petrol;Female;Married;1;2
Chevrolet;Camaro;Sedan;2020;23863;47219;3,5;246;Petrol;Male;Single;0;2
Tesla;Model X;Sedan;2019;29560;49961;2;277;Electric;Female;Married;3;5
Kia;Optima;Hatchback;2018;25376;39435;1,8;279;Petrol;Female;Married;0;2
Chevrolet;Equinox;Sedan;2020;23692;84700;3,5;120;Petrol;Male;Married;2;3
Nissan;Sentra;Sedan;2021;30286;53033;3,5;100;Petrol;Female;Single;2;3
Honda;Civic;Sedan;2020;18267;73147;;257;Petrol;Female;Single;0;5
Tesla;Model S;Sedan;2021;19463;82587;2;241;Electric;Female;Single;2;1
Tesla;Model 3;Sedan;2020;22203;10893;2;317;Petrol;Male;Single;2;5
Honda;Accord;Sedan;2020;18069;23362;2,5;227;Petrol;Male;Married;0;5
Honda;Accord;Hatchback;2020;23746;26322;2,5;217;Petrol;Female;Married;1;3
Nissan;Rogue;Sedan;2020;46860;53832;2;368;Petrol;Male;Single;3;5
Toyota;Prius;Sedan;2021;21831;39546;2;137;Petrol;Male;Married;1;2
Honda;Accord;Sedan;2021;15210;27359;2;379;Electric;Female;Married;3;5
Nissan;Rogue;Sedan;2018;30904;96472;2;258;Petrol;Male;Single;3;3
Mercedes;GLC;Sedan;2021;44058;82240;2;163;Petrol;Male;Single;2;1
Hyundai;Elantra;Hatchback;2018;41926;78423;2;221;Petrol;Male;Married;0;2
Nissan;Sentra;Sedan;2020;32026;20297;3,5;308;Petrol;Female;Single;0;4
Ford;F-150;Sedan;2020;17037;9334;;375;Petrol;Female;Single;2;3
BMW;5 Series;Hatchback;2020;26023;87790;;101;Petrol;Female;Single;1;3
Nissan;Maxima;Sedan;2021;32468;63819;2;167;Petrol;Female;Single;2;2
Honda;Accord;Sedan;2020;48519;84115;2;260;Petrol;Male;Single;2;3
Chevrolet;Camaro;Sedan;2019;43144;65150;2,5;212;Electric;Female;Married;2;2
Kia;Soul;Sedan;2019;49224;51000;2,5;322;Petrol;Female;Single;1;5
Kia;Sportage;Sedan;2020;34824;83130;;147;Petrol;Female;Married;0;4
Tesla;Model Y;Sedan;2019;44587;62500;2;173;Electric;Male;Single;3;1
Tesla;Model X;Sedan;2019;49248;39302;2;139;Petrol;Male;Single;0;4
BMW;3 Series;Sedan;2018;21340;50168;1,6;112;Petrol;Female;Married;0;5
BMW;X5;Hatchback;2021;32032;87574;2;308;Petrol;Male;Single;1;5
Toyota;Prius;Sedan;2021;45244;76857;1,6;115;Petrol;Male;Married;2;1
Hyundai;Elantra;Sedan;2020;41441;27208;2,5;362;Petrol;Female;Married;0;2
Nissan;Altima;Sedan;2019;35503;32859;2,5;240;Petrol;Male;Married;0;2
Ford;Explorer;Hatchback;2019;17528;54252;2;335;Petrol;Female;Single;1;2
Kia;Optima;Sedan;2020;27202;23090;2;242;Petrol;Male;Single;2;3
Mercedes;E-Class;Sedan;2018;24906;32807;;348;Petrol;Female;Married;1;1
Tesla;Model X;Sedan;2018;38249;52332;2;343;Petrol;Male;Married;1;5
Nissan;Altima;Sedan;2019;36927;69275;1,8;292;Petrol;Male;Single;1;2
Tesla;Model X;Hatchback;2020;27080;46171;3,5;344;Petrol;Female;Single;3;1
Honda;Accord;Hatchback;2021;39323;17123;2;291;Petrol;Female;Married;3;4
Chevrolet;Silverado;Sedan;2021;17733;83993;2;260;Electric;Male;Single;3;5
Chevrolet;Malibu;Sedan;2020;47684;30043;2,5;364;Petrol;Male;Single;2;3
Nissan;Altima;Sedan;2021;47065;50785;;257;Petrol;Male;Single;2;3
Hyundai;Tucson;Truck;2021;17078;81174;1,6;311;Petrol;Male;Married;0;3
Nissan;Sentra;Sedan;2020;30289;59838;3,5;325;Petrol;Male;Single;3;3
Kia;Sorento;Sedan;2021;36996;57935;2,5;184;Petrol;Male;Married;2;1
BMW;3 Series;Sedan;2021;29579;76128;2,5;387;Petrol;Female;Single;3;2
Honda;Accord;Sedan;2019;41468;45597;2;167;Petrol;Male;Single;2;1
Mercedes;E-Class;Sedan;2020;41204;11302;3,5;142;Petrol;Female;Single;3;2
Honda;Civic;Truck;2021;40794;58202;;168;Electric;Female;Married;2;4
Chevrolet;Equinox;Hatchback;2020;33540;7904;;380;Petrol;Female;Single;2;3
Ford;F-150;Sedan;2021;31581;58572;1,6;100;Petrol;Male;Married;0;4
Honda;CR-V;Sedan;2020;27520;57909;2,5;106;Petrol;Female;Married;0;2
Nissan;Rogue;Hatchback;2020;17471;30006;2,5;209;Petrol;Male;Married;0;4
BMW;X3;Hatchback;2021;21501;77434;2;395;Petrol;Male;Single;2;1
Hyundai;Elantra;Sedan;2020;34285;47950;2;399;Petrol;Male;Married;0;5
Ford;Mustang;Sedan;2021;18360;11986;2;201;Petrol;Female;Single;3;4
Toyota;RAV4;Sedan;2020;19471;68903;2,5;250;Petrol;Female;Married;0;2
Hyundai;Tucson;Sedan;2020;26190;49676;2;226;Petrol;Female;Married;1;5
Kia;Optima;Sedan;2021;19972;48010;3,5;349;Petrol;Male;Married;0;3
Ford;Fusion;Sedan;2019;30575;75399;2,5;249;Petrol;Male;Married;3;4
Ford;Mustang;Truck;2020;29639;61532;1,6;243;Petrol;Male;Single;1;2
Hyundai;Santa Fe;Sedan;2020;32354;75819;2,5;199;Petrol;Male;Married;1;2
Mercedes;GLE;Sedan;2018;47005;61642;2;178;Petrol;Male;Single;0;5
Nissan;Maxima;Sedan;2019;16447;91703;3,5;145;Petrol;Female;Married;0;3
Chevrolet;Silverado;Sedan;2020;30972;10531;2,5;178;Petrol;Male;Married;3;4
Ford;Fusion;Sedan;2018;29908;28189;1,6;249;Petrol;Female;Married;1;4
Hyundai;Tucson;Sedan;2021;36805;8022;2;162;Petrol;Female;Single;3;1
Toyota;Camry;Sedan;2021;29673;75667;3,5;160;Petrol;Male;Married;3;2
Toyota;RAV4;Hatchback;2020;15567;64346;1,8;267;Electric;Male;Single;3;3
Kia;Soul;Hatchback;2019;33241;88963;2,5;127;Petrol;Female;Married;3;4
Tesla;Model S;Truck;2019;25285;98327;2,5;258;Petrol;Male;Married;3;1
Toyota;Camry;Sedan;2020;43430;97874;3,5;171;Petrol;Male;Married;1;3
Ford;Fusion;Sedan;2018;46505;11614;1,6;159;Petrol;Male;Single;1;2
Nissan;Altima;Sedan;2018;23998;22275;2,5;146;Petrol;Female;Single;0;5
Ford;F-150;Sedan;2020;25073;11409;3,5;147;Petrol;Female;Single;0;5
Ford;Fusion;Sedan;2021;35140;76185;2,5;173;Petrol;Female;Single;3;4
Chevrolet;Camaro;Sedan;2021;33414;88651;1,6;355;Petrol;Female;Single;2;2
Ford;Mustang;Hatchback;2020;40031;53821;1,8;367;Petrol;Male;Married;1;2
BMW;X5;Hatchback;2021;49702;34494;2;316;Electric;Female;Single;2;3
Mercedes;GLC;Sedan;2021;39671;63429;2,5;240;Petrol;Female;Single;0;5
Honda;CR-V;Sedan;2020;15104;81975;2;332;Electric;Female;Single;1;5
BMW;3 Series;Truck;2020;32409;72231;2;335;Petrol;Female;Single;0;3
Toyota;Prius;Truck;2021;32388;29526;2;151;Petrol;Female;Single;1;4
BMW;X3;Sedan;2019;20973;85352;1,8;132;Petrol;Male;Married;2;4
Kia;Sportage;Truck;2020;18435;39102;1,8;157;Petrol;Female;Single;1;5
Mercedes;GLC;Sedan;2021;37208;94506;2,5;231;Petrol;Male;Married;1;2
BMW;5 Series;Hatchback;2020;18791;15421;3,5;184;Petrol;Female;Married;3;4
Honda;Civic;Sedan;2021;28226;19375;2;364;Petrol;Female;Single;2;2
Tesla;Model 3;Sedan;2020;49049;80176;1,8;214;Petrol;Female;Single;3;2
Honda;Fit;Sedan;2019;41708;34348;1,6;328;Petrol;Male;Married;0;2
Toyota;Corolla;Truck;2021;42789;82828;1,8;131;Petrol;Female;Married;1;4
Honda;CR-V;Sedan;2020;44165;79949;2;359;Petrol;Female;Single;3;5
Tesla;Model 3;Sedan;2020;34947;69976;2,5;137;Petrol;Female;Single;3;4
Chevrolet;Equinox;Sedan;2021;41099;88244;2;188;Petrol;Female;Married;3;5
Chevrolet;Malibu;Sedan;2021;42543;5138;2,5;202;Petrol;Male;Single;0;3
Ford;F-150;Sedan;2021;33087;67379;;252;Petrol;Male;Married;3;3
Toyota;Corolla;Truck;2021;42576;59258;;110;Petrol;Male;Single;2;2
Chevrolet;Camaro;Sedan;2020;42130;27516;3,5;292;Petrol;Male;Married;2;1
Honda;CR-V;Sedan;2021;25706;92189;2,5;229;Petrol;Female;Single;0;5
Hyundai;Tucson;Truck;2018;40340;41512;2;311;Petrol;Male;Single;0;1
Tesla;Model S;Sedan;2019;21700;71905;2;304;Petrol;Female;Married;0;2
Mercedes;E-Class;Sedan;2020;46902;18490;2,5;228;Petrol;Female;Single;2;3
Hyundai;Santa Fe;Truck;2020;43385;80968;1,6;171;Electric;Female;Single;3;1
Nissan;Rogue;Sedan;2020;26483;58185;2,5;385;Electric;Female;Married;0;3
Hyundai;Sonata;Sedan;2020;38125;61683;2;222;Petrol;Female;Single;2;2
Hyundai;Sonata;Sedan;2020;16721;69106;2;135;Petrol;Female;Married;2;2
Chevrolet;Malibu;Sedan;2020;40055;91517;2,5;321;Petrol;Male;Single;2;3
Tesla;Model 3;Sedan;2021;15312;46280;3,5;342;Petrol;Male;Single;3;3
Mercedes;GLE;Sedan;2021;20860;46750;;279;Petrol;Female;Married;2;4
Kia;Sorento;Sedan;2020;23300;42945;2;132;Petrol;Female;Single;3;1
Kia;Sportage;Sedan;2021;29840;29135;3,5;221;Petrol;Female;Single;1;5
Honda;CR-V;Truck;2020;31517;79065;1,8;118;Petrol;Female;Single;2;2
Kia;Sorento;Truck;2020;30146;10932;1,6;286;Petrol;Male;Single;3;5
Ford;Explorer;Sedan;2018;37465;89400;2;216;Petrol;Male;Single;0;3
Nissan;Altima;Sedan;2020;15604;11774;2;130;Petrol;Male;Married;2;1
Ford;Mustang;Hatchback;2019;37824;66359;2,5;167;Petrol;Male;Married;1;5
Mercedes;GLE;Sedan;2021;22428;84562;2;211;Petrol;Male;Married;2;3
Ford;Explorer;Sedan;2021;15293;88480;3,5;143;Petrol;Male;Single;2;4
Honda;CR-V;Sedan;2021;22022;71205;2;315;Petrol;Female;Married;1;3
Tesla;Model S;Sedan;2020;22249;48739;2;252;Petrol;Female;Married;3;5
Toyota;Camry;Sedan;2020;45365;79554;2;265;Electric;Female;Married;1;3
BMW;X5;Sedan;2021;22097;14593;2;392;Petrol;Male;Single;1;3
Nissan;Rogue;Sedan;2020;48079;28404;2,5;391;Petrol;Male;Married;3;3
Toyota;Corolla;Sedan;2021;19791;55183;1,8;202;Petrol;Female;Single;2;3
Chevrolet;Camaro;Hatchback;2020;30964;49768;2;245;Petrol;Male;Married;3;5
Hyundai;Santa Fe;Sedan;2020;32311;82581;2;263;Petrol;Female;Married;3;5
BMW;3 Series;Sedan;2019;41043;97037;3,5;142;Petrol;Male;Single;1;4
Toyota;Prius;Sedan;2020;45631;24422;2;289;Petrol;Female;Married;3;1
Kia;Sorento;Sedan;2020;41145;20332;2;322;Petrol;Male;Single;1;5
Mercedes;GLE;Sedan;2020;49605;41391;2,5;170;Petrol;Female;Married;2;5
Chevrolet;Camaro;Sedan;2021;28049;98332;2;393;Petrol;Male;Single;2;2
Mercedes;GLC;Sedan;2018;35092;11400;1,6;127;Petrol;Female;Married;2;1
Honda;Fit;Sedan;2020;22750;60021;2;347;Petrol;Female;Single;0;2
Kia;Sportage;Sedan;2020;17466;96981;2;398;Petrol;Female;Single;1;3
Honda;Civic;Sedan;2019;32394;24825;;392;Petrol;Female;Married;1;5
Kia;Sportage;Sedan;2020;27771;52564;1,6;179;Petrol;Male;Single;0;1
Chevrolet;Camaro;Sedan;2021;21115;74671;3,5;391;Petrol;Male;Single;0;2
Kia;Sportage;Sedan;2020;18757;36660;;129;Petrol;Male;Married;1;1
Chevrolet;Camaro;Sedan;2021;27485;17037;2;151;Petrol;Male;Single;1;3
BMW;X3;Sedan;2020;26885;89028;2;184;Petrol;Male;Married;3;2
Tesla;Model S;Sedan;2019;31234;45438;1,6;234;Petrol;Male;Single;2;5
Tesla;Model 3;Hatchback;2021;42796;85399;2;159;Petrol;Male;Single;2;3
Ford;F-150;Sedan;2018;22116;43097;2;267;Electric;Female;Married;0;5
Honda;Civic;Sedan;2021;23887;91991;3,5;325;Petrol;Male;Single;3;3
Mercedes;E-Class;Sedan;2020;23510;22295;2;277;Petrol;Male;Married;1;2
